id,type,text
64,R,">>63je me demande si le prophète est encore figurant pour les frustrés de la pub. En tout cas quand j'essaie de m'y connecter je n'ai rien du tout. Alors c'est arrivé, plus personne ne parle."
65,R,Les boards full fr c'est toujours de la merde.
69,R,>>62http://underfoule.net/
130,R,>>69rien de valeur n'est perdu
170,R,>>2C'est surout fr qui est mort
1520,T,"
To all resident Francophones, I need assistance transcribing the lyrics to this song. About the most I can get are these:
""Le vent qui souffle dans les arbres de la bohème des guerriers.
Dans les colonnes des temples de marbre, nous invitent tous à la lutte"" 
Any and all help with the rest would be sincerely appreciated."
1523,R,"
>>1520
What the fuck is this shit"
1536,R,"
>>1520>The wind that blows through the trees of the warrior's arty.>In the pillars of the marble temples, Invite us all to the battle/struggle
You can thank me later"
1538,R,"
>>1536
transcription != traduction, béké"
1542,R,"
>>1538
Shut up hitler"
1543,R,"
>>1542
Pardon ?"
312,T,bonjour où sont le poutine x-DDD
313,R,>>312Rooo putain Elvis Graton…
318,R,"ah bonjour france, permit me d'ajouter une ip unique pour votre planche :-DDsalutations, un shleu"
1544,T,"
Sup lads, I've opened up another board to hopefully get other Europeanons to get together and get crackin' on all info regarding the (((EU))), would you mind joining us there?
>>>/eu/"
1545,R,"
Fuck you"
1547,R,"
>>1545
No, fuck YOU"
1580,T,"
Je suis Jupiter."
1581,R,"
JE SUIS … EMPEREUR"
919,T,"
Pourquoi est-ce que le niveau moyen d'anglais des Français est-il aussi médiocre? Faute à personne ou faute à tout le monde?>il ne sait parler qu'une seule et unique langue"
920,R,"
Un mélange entre l'enseignement français moisi et la culture française de la fausse modestie. Les français n'aiment juste pas les choses étrangères en général."
921,R,"
De façon générale les pays développés bons en anglais sont ceux dont la langue est peu puissante/influente. Souvent à cause de la taille modeste de leur population.
Il y a aussi l'efficacité du système éducatif, à ne pas oublier, mais à ne pas sur-estimer non plus."
926,R,"
J'ai appris à parler anglais à un très jeune age à cause de la mixité entre anglos et francos dans ma région (Montérégie, Québec).
Ca m'a aider à vite comprendre que les anglois sont des êtres fondamentalement mauvais."
1119,R,"
>>926>anglois
Heh?
>>920>Les français n'aiment juste pas les choses étrangères en général.
Haha exactement, y'as beaucoup moins de SocJus en France de ce que j'ai vus."
1124,R,"
>>1119>Haha exactement, y'as beaucoup moins de SocJus en France de ce que j'ai vus.
here you go anon
http://www.sciencespobordeaux.fr/fr/index.html
http://www.beauxartsparis.com/fr/ 
http://www.unl-fr.org/
http://www.jeunes-communistes.org/
http://www.jeunes-socialistes.fr/
http://www.gaypride.fr/"
1127,R,"
>>1124
Il a dit moins, pas aucun."
1133,R,"
>>1127
?"
1158,R,"
>>926
Completement d'accord avec toi."
1167,R,"
Parce que tous les films et séries anglophones sont doublés en français.
Parce qu'on n'envoie pas nos étudiants à l'étranger."
1168,R,"
Le Français est la meilleure langue du monde entier. Pourquoi se faire chier à en apprendre une autre, qui sera forcément médiocre ? :^)"
1193,R,"
>>1168>Le Français est la meilleure langue du monde entier.
Ceci.
L'anglais n'est qu'une créole à base lexicale française. :^)"
1197,R,"
>>1124
Mauvais exemples.
Pour l'équivalent des SJWs en France il faut plutôt chercher du coté des antifas, féministes et des écolos.
Le mouvement n'a pas encore éclot en France. Le SJW est une espèce qui a besoin de gauchisme mal digéré et de slacktivisme mal compris pour se développer.
Mais bon, on est pas à l'abri d'une version purement indigène de cette plaie, ou d'une version mutante."
1200,R,"
>>1197>Mauvais exemples.
ils représentent la ""bien pensance"" en france, donc ce sont des représentants d'une forme de ""justice sociale"">Pour l'équivalent des SJWs en France il faut plutôt chercher du coté des antifas, féministes et des écolos.
ils n'ont aucun poids sur l'internet français, que ce soit sur les résaux sociaux ou le web ""underground"">Le mouvement n'a pas encore éclot en France.
il existe depuis que les générations de 1980 a 1990 élève des enfants, ces dits enfants sont des petits révoltés du bounty qui ont souvents finis dans des milieux associatifs, culturels et/ou dans des milieux de l'éducation(bafa, prof, educ spe etc.)>Le SJW est une espèce qui a besoin de gauchisme mal digéré 
oui; t'en a partout en france>et de slacktivisme mal compris pour se développer.
qu'il soit mal ou bien compris le slacktivisme est un cancer qui sévit depuis l'époque ""sos racisme"".>Mais bon, on est pas à l'abri d'une version purement indigène de cette plaie, ou d'une version mutante.>une version mutante.
voilà"
1201,R,"
>>1200"
1202,R,"
>>1200
>>1201
http://fdpdelamode.com/post/109502094120/l%C3%A9tudiante-en-psycho
http://fdpdelamode.com/post/110586595015/les-grosses-merdes-les-marginaux-les
http://fdpdelamode.com/post/101743022650/priorit%C3%A9-au-direct-interuption-de-la-s%C3%A9rie"
1459,R,"
on a changé la méthode d'apprentissage qui avait fait la gloire de la france par une methode plus médiocre et discriminant pour les pauvres. 
il y avait trop de gens qualifié et donc ils se rendaient compte que c'etait pas une question de mérite le niveau de vie mais de nombre de place a pourvoir. et quand il y a trop de médecin ils finissent par se faire engager comme infirmier et l'infirmiere fini par balayer bref trop de qualifier fait descendre le niveau de vie de tout le monde! 
en 1980 on change la methode traditionelle (date d'explosion dislexie discalculie etc) par la méthode globale 
bref rendre l'école nul ça permet de garder une classe pauvre utile. 
et engorger les écoles d'etranger qui parlent pas la langue ça améliore pas le niveau scolaire d'ailleurs les ZEPs sont toutes des écoles majoritairements etrangere. 
 la france n'a plus la culture de l’excellence. 
et elle tire le niveau par le bas pour mettre tout le monde a égalité.
un peuple con pas musclé et homosexuel ça doit etre facile a gouverner et la rebellion inexistante. 
en plus l'orthographe est considéré comme une vitrine educationelle alors les gens ont une vie de merde et un orthographe de merde donc ils culpabilise en se disant que c'est parce qu'ils sont con :D et tu n'attaques plus l'etat sur ton niveau de vie. 
l'etat est parfaitement conscient qu'ils sont occupé a sacrifier l’éducation national. 
(de la meme maniere qu'ils tuent volontairement l'agriculture du pays en faisant mine de les aider) 
de plus combien de voix scolaire apprenant un métier manuel est dépourvu de cours de langue …. je suis pas sur que mon garagiste ai recu autant de cours d'anglais que mon prof de sport."
1,T,/fr/ s'adresse aux francophones du monde entier et à tous les amoureux de la culture française.
294,R,"Saluts les anons, nouveau modérateur en charge. En espérant vous voir nombreux."
845,R,"Pour ce qui en doutent, il y a toujours un modérateur ici."
860,T,">Les manifestants s'approchent>«On avance, on avance, on recule pas»>Je voit une bonne cible et je m'élance en appuyant sur la gachette de mon Lacrymator™ tout en criant >«NOOOOOOOON»>Mon sentiment quand j'ai défiguré une fille presque mineure et que toute la province approuve mon geste"
861,R,Hein ?
881,R,"
L'anti-émeute de la ville de quebec, une histoire d'amour et de bohneur :3"
1120,R,"
>>860
Manifestation pour quoi en fait?"
580,T,>/fr/ en planche de la semaine>personne ne vient
581,R,>tfw
586,R,Je ne vois pas l'Intéret de se restreindre a un board en francais pour parler avec des cons qui pensent que franciser les meme c'est drole.
591,R,>>586Comme s'il n'y avait pas que des cons ailleursComme si je n'étais restreint qu'à ce boardMec t'es mignon
595,R,"Rolled 5C'est faux, je suis venu, et ai mis cette endroit en favori mais je ne suis qu'un observateur donc."
620,R,">>591>Comme s'il n'y avait pas que des cons ailleursEt quand bien meme il n'y eut que des cons allieurs, oser pretendre que le niveau de connerie est identique partout c'est quand meme fort.>>595Kankolle c'est de la merde en barre fabrique en quentitee industrielle pour doner en pature aux niwaka."
626,R,">>620Bah écoute, la bêtise humaine me surprend tous les jours un peu plus par son universalité. La mienne la première, d'ailleurs. Mais /fr/ est sympathique, mais plus d'utilisateurs ne lui ferait pas de mal."
628,R,Rolled 20>>620>niwaka ?http://www.niwaka.com/us/http://en.wikipedia.org/wiki/Niwakahttps://www.youtube.com/watch?v=a4lCp_3iGic
639,R,On a besoin de personne d'autres quand les meilleurs sont déjà là(ué les PD sa me fait rigoler)
672,R,>>639T'es super violent toi ma couille.
674,R,"j'ai aussi l'impression que les forums anonymes, sa tourne pas térriblement avec les francais.Ha, et underfoule a fait son board ici aussi visiblement."
680,R,>>674>>>/1825/ aussi
683,R,">>674CSQ l'admin d'Acrimonie a abandonné, Gralactica devrait suivre, les planches FR sur 8chan sont inactives et/ou pleines de cancer, et seul Cable6 sort du lot."
686,R,">>683Meh, c'est inactif parce qu'il n'y a qu'une cinquentaine de francophones actifs sur 8chan. Je ne désespère pas, c'est juste que j'attends la chute de l'empire 4chan.Et le câble… boarf, c'est un cancer très français, c'est pire qu'un mauvais fil sur /b/ mais en plus lent."
17,T,"Putain fait chier, je crée >>>/france/ sans même vérifier >>>/fr/Putain de con."
20,R,C'est pas grave :) Bienvenue quand même.
160,R,Bien joué
490,R,
968,T,"
Balancer vos Twerk !
https://www.youtube.com/watch?v=EAP69OzuUCU
https://www.youtube.com/watch?v=SElcqV9xISE
https://www.youtube.com/watch?v=Dt459uZ3upE"
969,R,"
Si ça c'est pas du shitpost je m'y connais pas."
970,R,"
>>969"
1230,R,"
[video]https://www.youtube.com/watch?v=wmSgv9A_ZqM[/video]"
1231,R,"
[youtube]https://www.youtube.com/watch?v=wmSgv9A_ZqM[/youtube]"
1463,R,"
si on fait silence sur le coté tribal africain
ça reste une mode utilisée comme excuse pour rapprocher la camera des fions a la télé en pleine journée :) 
pour aller encore plus loin je propose une émission télérealité sur la coloscopie… la camera direct dans le fion. ça nous ferait un bon dans le progres d'au moins 5ans."
1445,T,"
Alors qu'est-ce que /fr/ dit du raptor dissident?
est-ce que /fr/ le connait? Pour/Contre?"
1446,R,"
Quelle merde!"
427,T,Thoughts on French-Americans?
428,R,>>427Their french is qt in the same way a retarded baby is.
436,R,>>427there's no such thing as a french american. the french are dirty surrender monkeys.
534,R,">>436Tu vas quand même me dire ce que tu fais ici,toi ~."
538,R,>>436Beg to differ.
543,R,">>427enculé, ce board s'appelle /fr/ pour francophonie, donc on parle français ici, t'as une flopée d'autres boards pour parler ta langue de merde, merci, et au revoir."
552,R,>>538
555,R,Les Français en Amérique sont tous sur le plateau a Montréal.
557,R,>>555hipster en fixie pls
559,R,>>557hipster en fixie pas de brake pls
560,R,">>543Calme-toi Anon, prends tes pilules et va te coucher."
689,T,"Quel comprimé choisis-tu?Jaune comprimé:Rend toi capable de lire des idées de n'importe qui dans un rayon de 100m.  Tu ne peut l'utiliser que 5 fois pour jour à maximum de trente minutes.Comprimé vert:Rend toi capable de voler.  Tu ne peut utiliser que trois fois pour jour à maximum d'un heur.Comprimé bleu:Donne toi maîtrise de n'importe quel sport, mais tu ne peut vivre que dix ans plus après de connsomation.Comprimé orangeRend toi capable d'être défoncé sans herbe.  Tu ne peut pas utilisé que quatre fois pour jour et il dur 45 min.Comprimé rouge:Rend toi capable d'utiliser l'internet avec ton esprit.  Tu ne peut l'utiliser que six fois pour jour à maximum d'un heur.Comprimé rose:Rend toi capable de métamorphose à n'importe quoi.  Tu ne peut l'utiliser que deux fois pour jour à maximum de deux heurs.Comprimé gris:Rend toi capable de faire quelqu'un tomber amoureux de toi avec un seul contact.  Tu ne peut l'utiliser que dix fois pour la vie.Comprimé noir:Rend toi capable de voir l'avenir de cinq ans, mais l'utiliser en public te cause des problèmes en quotidien."
699,R,"Puisque t'as pris la peine de tout traduire, t'aurais pu refaire l'image en Français directement.Comprimé rose."
702,R,>prends la pilule jaune >utilise ton pouvoir tous les jours dans le métro>Commeunpatron.jpg
704,R,>insinuant que le comprimé vert n'est pas le meilleur
707,R,">>704Comprimé vert ⊂ comprimé rose, il suffit de se faire pousser des ailes.Je changerais bien le comprimé vert en ""supprime le besoin de respirer"" pour plus de balance."
709,R,>>689le rouge il sert vraiment à rienles téléphones sa existe tu sais
713,R,>>709Pas tout le monde a des smartphones avec l'internet.
264,T,IL
266,R,"a une tête, ma foi, amusante."
923,T,"
Qui /nouvelle-france/ içi?"
928,R,"
C'est quoi?"
933,R,"
>>928
Le Quebec, evidemment"
300,T,300 bagetFrenchfag = Baguettefag et Puddi est un meme. Venez admirer la cruche.
301,R,>>300Nan mais elle. Toute la vidéo serait parfaite sans cette grognasse propulsée au niveau d'arte parce que papa maman science-po.
314,R,Elle est arrivée au moment de PUDDI…Putain de newfags
315,R,>>314Genre y'a un drapeau nouvelle-calédonie
316,R,">>314Impossible, elle a découvert halfchan quand elle avait 14-15 ans. Si effectivement elle est arrivée au moment de PUDDI, soit elle ment sur son âge d'arrivée, soit elle a 18 ans. Est-il possible d'être journaliste au Figaro à cet âge ?"
317,R,">>316Papa, maman, j'peux avoir un boulot au figaro?"
319,R,>>315Drapeau de la kanaky mon frère
334,R,"Perso j'ai bien aimé la vidéo. Ok la meuf a l'air un peu genre ""c'est un site de fouuu trop underground"", mais sinon ce qu'elle dit est plutôt juste.>>314>>316Elle n'a jamais dit qu'elle était arrivée au moment de PUDDI, elle cite juste un exemple de meme."
372,T,Québec thread envoye go.
378,R,"la belle province. peut-être je peux y aller dans un an ou deux pour l'université. j'allais aller à l'UdeM, mais ça peut-être mieux comme un transfert."
384,R,>>372Calvaire! jtai justement v'nu pour ce thread la!allez!jvais poster une fois de temps en temps icite!
391,R,Je voudrais travaille et residerdans quebec mais devez ameliorer apprendre la langue beaucoup
401,R,">>391ton niveau de français m'ecoeure. et je suis hors d'un lycée français depuis 4 ans. de plus, je n'ai pas touche a de la littérature française depuis ce tempstl;dr step up your french mang"
402,R,"Mais quel beau thread, pas 5 posts pis sa chiale déja sur le parlé. Malgré que je petterai pas de broue, écrire en francais en ligne est weird."
406,R,">>402Crissement d'accord men. Approcher le Québecois en élitiste de même c'est de la criss de marde. Honnêtement, si on veut que notre langue survive faudrait arrêter de faire chier ceux qui font un effort."
413,R,">>402>>406C'est vrai que parler français en ligne c'est étrange. Je ne me ferais jamais à vos expressions je crois, vous les cousins d'outre-atlantique! Mais c'est quand même sympa de votre part de passer ici."
418,R,>>401pls no bully
419,R,Ouin c'est pas nature d'écrire en français online. Parcontre j'aime bien entendre d'autre Québecois online. Quand tu entend un gros tabarnak dans dota tu sais dans quel partie du monde y vien. Donc on est doomé a être facilement reconnaisable sur internet si on parle français. c'est un peu cave…
443,R,>>413http://www.dufrancaisaufrancais.com/Un bon début
459,R,allahu ackbar
467,R,>>459Ça aussi c'est dans le slang québequois?
468,R,>>467C'est une des conséquences de ne pas avoir voté la charte des valeurs du PQ.
477,R,Je voudrais travailler et habiter au Québec mais il faut améliorer mon niveau de langue.
479,R,>>468>le PQ>autre que des multiculturalistes
514,R,">>479Le PQ sont des asti de vendus mais, j'étais pour la charte.On est pas gâtés côté parti politique au Québec… Option Nationale peut-être…"
515,R,>>477ecoute ca pis tu comprendras notre langue
516,R,>>515Faut pas oublier la classique.
519,R,>>413Toé tu connais-tu ca l'parlé populaire? Moé ch'parle comme j'l'ai appris! Cé la langue des choppes pis des chantiers
578,R,>QuébecJay dore mangay dee peenis!Mon accent eh parfay!La françuh duh quebk eh bon
579,R,>>578ahahah regarde cette tapette de trop
585,R,"Excuse the shitposting, but I have a question. I haven't been to Quebec much, but everywhere I did go everyone spoke English first. I was wondering, how much of Quebec uses French first, and English second?"
596,R,">>585We usually speak english first when we detect homosexuals. So don't worry about it, Quebs are very French."
617,R,>>578Si on parle comme t'as ecrit ca sonne comme un anglais du canada ou un amaricain qui essaie de parler francais tout court.t'aurais du ecrire:moe la stie. jaime benh ca les osti gros totons.Moe jparle comme un vrai!moe japrle pas francais. moi jparle le joual.think big mon esti.
651,R,Du Michigan ici. Je vais aller Montreal quelquetemps dans le semaine prochain pour Noël. J'ai famille celà. Comment est ma français?
652,R,">>651Pour commencer, faut pas traduire directement de l'anglais au français car ça sonne tout croche."
667,R,>>651enough to buy poutine in labanquise
687,R,>>667J'ai dû chercher «poutine» sur Wikipédia.  Elle a l'air d'être savoreuse.
775,R,>>651pas tant pire sérieux
779,R,>>687conseil de pro: vas a la banquise a 3h du matin(si tu y vas). sinon la file est longue. Cest ouvert 24h/7jours
924,R,"
>>514>Option Nationale peut-être…"
73,T,Est-ce un bon endroit pour apprendre?désolé je ne parle bien
74,R,"Non. Même les français ne savent pas forcément très bien s'exprimer dans leur propre langue…Concentre toi plutôt sur le français soutenu écrit. Et pour le reste, essaye de PARLER avec des gens, si possible pas avec des abrutis (jeux en ligne etc)…Même dans ma petite ville on trouve des japonais qui organisent des espèces de petites réunions où l'on peut pratiquer la langue, découvrir la culture/vie de tout les jours etc… Ça doit bien exister version France quelque part vers chez toi.Il n'y a que la pratique sérieuse pour apprendre une langue."
81,R,"Bien sûr que c'est un bon endroit pour apprendre à parler le français.Il faut simplement maîtriser le second degré.Sincèrement, les ""planches"" sont de très bons moyens pour apprendre une langue. J'ai appris l'anglais grâce à ça et au cinéma. Parce que le problème est que si tu ne fais que lire/écrire et que personne ne t'explique, alors il y aura pas mal d'expressions qui te passeront au-dessus."
84,R,"Tu peux utiliser Wordreference pour toutes les expressions que tu ne connais pas, ou simplement comme dictionnaire.C'est la meilleure ressource que l'on puisse trouver au niveau des langues"
87,R,">>73>désolé je ne parle biendésolé je ne parle pas bienOui, n'importe quel endroit francophone est un bon endroit pour apprendre. Je pense que l'important est de te créer un environnement adapté. Concrètement, si tu en as la possibilité, va en France. Si tu ne peux pas, expose-toi à des œuvres en français (films sous-titrés, chansons françaises, livres pour enfants/adolescents, et évidemment des sites web).>>74Je me fais peut-être des idées, mais j'ai l'impression que culturellement les japonais à l'étranger aiment s'isoler et faire des choses entre eux. C'est pas forcément la meilleure démarche si tu te mets à leur place puisqu'ils ne s'exposent pas à la culture locale."
90,R,">>87Même les français a l'étranger ont leurs quartiers, leurs soirées…Je ne comprends pas bien ton post vu que ce sont des japonais de ma ville qui ont créé cette association pour aider ceux qui veulent apprendre le japonais."
95,R,>>90Ce que je veux dire c'est qu'il est plus simple d'apprendre avec des gens qui sont ouverts aux deux cultures.
96,R,>>95Je sais pas si j'ai été très clair.Mais les réunions des Japonais de ma ville sont organisé POUR les français qui veulent apprendre. =)
165,R,>>73Conchita wurz
456,R,"Bonjour tout, il y a quelqu'un qui voudrais jouer avec moi? Je lis le français bien mais je veux cela parce que je veux apprendre comment on parle bien cette langage.Ajoute-moi sur steam:gottie101je joue au cs:go et dota 2"
465,R,">>96Les japanois de ce que to parles, ils ne sont que des immigrants? Ou est-ce qu'ils travaillent à l'ambassade ou quelque part similaire?Ici ils (les japs) font le festival des cerisiers en fleurs avec des autres divers choses culturel, bien sûr moyennant des frais.> =)Libertine(Spoiler) me corrigez svp, je suis Clapistanais ((forward slash)spoiler)"
1302,R,"
>>465
j'ai rien compris bordel"
143,T,Chiale maintenant.http://www.dailymotion.com/video/x27ws91_zapping-ertv-octobre-2014-1ere-quinzaine_news#from=embediframe
256,R,Bump
323,R,Pourquoi est-ce que ERTV aime autant les tantouzes ?
747,T,Could someone translate this?motherless.com/914A57E
749,R,"I can try""Hi! This tikclik will be a video where I'll take tikclik care of myself, I hope tikclik you'll enjoy!""tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik tikclik""voilà! Did you tikclik like it?"""
757,R,">>747>>747Oh tikclik ouiii, ouiii tikclik oooh, ouiii tikclikOh tikclik ouiii, ouiii tikclik oooh, ouiii tikclikOh tikclik ouiii, ouiii tikclik oooh, ouiii tikclikOh tikclik ouiii, ouiii tikclik oooh, ouiii tikclikOh tikclik ouiii, ouiii tikclik oooh, ouiii tikclikOh tikclik ouiii, ouiii tikclik oooh, ouiii tikclikOh tikclik ouiii, ouiii tikclik oooh, ouiii tikclik"
765,R,Piège à con ?
766,R,>>765On l'est tous ici
767,R,">>765Non, mais c'est pas fantastique comme vidéo… Et comme souligné plus haut, la caméra fait un bruit atroce."
1297,R,"
http://motherless.com/00258EF"
1386,T,"
parle moi de l'alsace, /fr/"
1408,R,"
glaise allemande"
1432,R,"
>>1408
Allemagne = Francie Orientale, de toute façon."
1434,R,"
C'est un région de la France avec une culture unique.
Les gens d'Alsace ont une touche de la culture d'Allemagne, mais ils sont français.
>>1408
 ALLEMANDS QUITTEZ "
1131,T,"
Voulez vous patè avec moi?"
1136,R,"
>>1131
ce soir?"
1138,R,"
>>1131
>>1136
La pétée?"
1139,R,"
>>1138
à l'époque où groland était encore marrant…"
1140,R,"
>>1139
Ça fait une paire d'années que c'est plus ce que c'était."
1141,R,"
>>1140
ça c'est sûr, quand on voit que cet extrait est de 2003…"
1145,R,"
>>1141
Quand en france on avait de bons programmes télévisuels. Mais bon, maintenant on a internet."
866,T,J'ai fait ça il y a 5 minutes
867,R,>>866C'est bizarre ça sonne plus japonais.
338,T,"/fr/, Quelles sont vos pensées sur les autres pays?"
343,R,L'amérique est remplie de gros cons superificiels et prétentieux. C'est ce qu'on m'a apprit depuis ma plus tendre enfance.L'italie et la croatie c'est cool sinon.
1001,R,"
>>>/lang/986"
1382,T,"
Je finis mon arbre Duolingo français aujourd'hui.>tfw vous savez seulement comment faire des phrases très simples en français>tfw vous deviez utiliser Google traduction pour écrire ce post
Je veux juste être bilingue."
1383,R,"
Regarde des films en français avec les sous-titres français anon. Tu vas te surprendre.
Duolingo c'est une très bonne manière d'acquérir les bases, mais ça ne t'apprend pas à produire un énoncé cohérent."
1384,R,"
>>1383>Regarde des films en français avec les sous-titres français anon.
As-tu des recommandations? 
Y at-il de bons livres en français pour un débutant?"
1385,R,"
I don't know why anyone would want to learn French, the gayest language, but Duolingo is not the way to go. I recommend downloading the Assimil course. And you definitely want to save this site in your bookmarks.
http://conjugueur.reverso.net/conjugaison-francais.html"
1387,R,"
>>1385
le français est la plus belle langue du monde, anon ;)"
1388,R,"
>>1385
I only want to learn it because it is supposed to be one of the easiest languages for a native english speaker to learn. I have always wanted to be bilingual. But it can be pretty gay, especially when you are learn how to pronounce vowel combinations.
>>1387
Je trouve des langues nordiques pour être plus belle. Je suis également en train d'apprendre le norvégien et je l'espère un jour vieux norrois."
1486,R,"
Moi aussi, je n'aimais pas ça. C'est très ennuyeux."
1488,R,"
>>1388>>I only want to learn it because it is supposed to be one of the easiest languages for a native english speaker to learn. I have always wanted to be bilingual. But it can be pretty gay, especially when you are learn how to pronounce vowel combinations.
English is closer to German and other north east european language than latin based ones, french being based on central north france's dialect, it took more of northern neighbors even if it comes from latin
It would be easier to learn tongues related to those you already know afterwards"
1489,R,"
>>1382
C'est vrai que l'anglais international, bien simplifié et compact, est une sorte de novlangue rendant difficile une expression nuancée. Il doit être plus facile de traduire de l'anglais vers le français que l'inverse. Et regardez la longueur des deux versions
It's true that simplified Compact international english is a form of newspeak making  difficult nuanced expression. Translating from english to french than to the opposite. Look at each version lengh"
1490,R,"
>>1489
C'est sûr que si tu oublies de traduire la moitié des phrases elles seront beaucoup plus compactes."
342,T,prouvez moi qu'vous etes pas des trous du cul de communistes/gauchetos
344,R,C'est de la merde ton arme de pd comparé à nos kalach
346,R,>>344>des photos ou c'est pas arrivé
351,R,>>346bah la semaine prochaine alors parce que là mon pote me l'a emprunté pour s'amuser un peu avec
365,R,Non :^)
1541,T,"
Salut l'élite. 
C'est quoi un airdrop déjà ? 
C’est une opération de communication menée pour promouvoir une cryptomonnaie, en général nouvelle. Concrètement ils distribuent gratuitement des petites quantités de ces dernières pour dynamiser la crypto sur le marché. Un peu comme Redbull distribue des canettes gratuites dans la rue avec un gros pick-up et deux belles demoiselles. 
Le but c’est d’en accumuler plein et de les transformer en euros. Contrairement aux paris sportifs, on n'investit pas un rond et y a moyen de rapporter un petit paquet (au moins 80$ par mois avec de la patience, et jusqu'à 300$ dans les bons mois, voir beaucoup plus exceptionnellement, voir la petite vidéo du Hasheur pour un peu de vulgarisation sur le sujet https://www.youtube.com/watch?v=_Xx8AzQ6E4g ). 
Comptez une quinzaine de minutes par jour MAXIMUM de travail.
Faire des airdrops, c'est un peu comme entretenir un potager, planter tous les jours de nouvelles graines pour que d'ici quelques jours, semaines ou mois, tout ça pousse et nous réserve de bonnes surprises financièrement parlant.
J'ai donc décidé d'écrire ce tuto pour expliquer toutes les étapes pour se mettre en condition, y en a pour 30 minutes grosso modo : https://drive.google.com/file/d/1cfwagga3RvVdBVzyIQYnIWMPlxFOJehW/view
Les airdrops sélectionnés quotidiennement pour leur potentiel à se faire de la thune sont publiés ICI, tous les jours : https://t.me/romanairdrops  
Et si après tout ça il reste des zones d'ombre, je peux répondre à vos questions. On a aussi un chat créé dans le but de s'entraider ici, vous êtes bienvenus : https://t.me/joinchat/HjKHKxJlJ9dPbylxVCyECg
Bon crypto-game à vous ;)"
1546,R,"
Sympa c'est chiant mais bon pourquoi pas cimer quai"
773,T,Quels sont les mots que les politiques et les journalistes n'emploient jamais en public ?
774,R,">>773""On a perdu a cause du vote ethnique"""
780,R,>>774;_;
790,R,>usure>c'est de ma faute>je le savais mais je l'ai ignoréet généralement des concepts de philo qui sont mal maîtrisés par le publique comme l'objet/sujet ou la vertu et l'intégrité (quoi que dans le cas de ces deux derniers ce n'est sûrement pas une question de rapport au publique).
668,T,I'm thinking of joining the French Foreign Legion. How do I go about this?
669,R,"idk but it's full of arabs it seems, so if you don't like them"
670,R,">>668My bro's in there, you can literally buy a ticket to france right now and walk up to their office and theyll accept you"
